ATT,SN,PBC,INT,BEH,clt1,clt2,clt3,clt4,clt5,clt6,clt7,Attribute
-0.7798316717125422,-2.0199779444844737,-2.0871775670732227,-2.794128441549106,-1.1620553359683794,1,1,1,1,1,1,7,27.664497266348494
0.44278458625360173,0.8179261269730311,0.6300134838063061,0.6131978765463089,0.8379446640316202,5,3,3,5,3,4,2,27.664497266348494
0.25305603192674564,0.452813030808767,0.29056901023352744,0.16951915915950444,-0.1620553359683794,7,7,7,5,2,7,4,27.664497266348494
-0.17502947677722602,-1.000715833662893,-0.4042901382456341,-0.3816916720252723,-0.1620553359683794,3,2,2,2,2,6,6,27.664497266348494
0.3414477445669384,0.4826521417109957,0.39639934230066043,0.28331085797283784,-1.1620553359683794,5,3,4,6,1,6,4,27.664497266348494
-0.11671519510195782,0.44829382461035205,0.4569565438872578,0.4946795028513984,-0.1620553359683794,5,4,4,2,1,4,7,27.664497266348494
1.3295198990417632,1.6327549743952652,0.8895503484430751,0.8926103731363462,-0.1620553359683794,6,6,5,5,6,4,5,27.664497266348494
1.5442754615403924,1.777981206272056,1.2325481986748121,1.3932349229186771,-0.1620553359683794,5,5,5,6,7,5,6,27.664497266348494
-0.7860986963428465,-0.5550684859478068,-0.6290064752517717,-0.4778219247863795,-0.1620553359683794,4,3,3,4,4,3,5,27.664497266348494
1.4384481735803325,1.2176996788324157,0.8687557287423759,1.0980403549683517,-0.1620553359683794,4,3,2,6,2,4,6,27.664497266348494
1.4938900007709677,1.4243683936150502,0.9959911223857114,0.8102213746572637,-0.1620553359683794,6,6,3,5,3,6,6,27.664497266348494
0.8410352035532913,1.8664496866921336,1.077187303538346,1.4918599389767166,0.8379446640316202,3,2,3,2,4,3,3,27.664497266348494
0.8864149911596222,0.9604808847217452,0.4881513636967645,0.3001702831376676,-0.1620553359683794,5,4,5,4,5,4,5,27.664497266348494
1.6479211309306487,2.0810021444750406,1.7091756773646036,1.9201532611919054,-0.1620553359683794,7,7,7,7,7,7,7,27.664497266348494
1.5477354564187582,1.9944176582186541,1.25320146620198,1.7371572224616916,0.8379446640316202,7,1,1,1,2,7,5,27.664497266348494
0.5552797294688094,0.3636735427906528,-0.10454869054086702,-0.45893796933752196,-0.1620553359683794,4,4,2,2,2,2,6,27.664497266348494
1.536651604202783,1.0849296278805518,1.4779112697599546,1.764603691392379,-0.1620553359683794,7,7,5,2,2,6,7,27.664497266348494
0.21921502542675597,0.4351403746215734,0.2998215504553645,0.5840321075017414,-0.1620553359683794,4,2,2,2,5,6,6,27.664497266348494
0.7837931425509517,1.568663967967419,0.9995990869629132,1.5787573485420818,-0.1620553359683794,2,2,1,7,7,4,7,27.664497266348494
-0.6527318218395299,-1.099691357323473,-0.5568794990878181,-0.7168075309345028,-0.1620553359683794,4,4,2,2,2,5,4,27.664497266348494
1.304827265292877,0.8687384190031802,1.3334668130028078,1.6008773991882856,0.8379446640316202,6,2,5,6,4,7,6,27.664497266348494
-1.237941796949268,-0.6848422634305531,-0.5773140877615681,-0.4131297776534888,0.8379446640316202,3,4,5,3,4,5,3,27.664497266348494
-0.11817477181266423,0.13307703659754289,0.10545344013238678,0.15388902630613366,-0.1620553359683794,5,5,5,5,5,6,5,27.664497266348494
-1.182588010634297,-0.989943476542928,-1.7715172176415233,-2.290688518331893,-0.1620553359683794,4,4,3,3,5,1,1,27.664497266348494
-0.42308597766087264,-0.983816230626692,-0.29928447389305246,-0.08955890054941928,1.8379446640316206,7,2,2,6,1,1,6,27.664497266348494
-1.0550133084582125,-2.240635961037956,-1.9849037118974249,-2.2728212507719987,-0.1620553359683794,1,1,1,3,1,5,5,27.664497266348494
0.1602404671199169,0.6346218197289977,0.009983033557239285,-0.40373135387934944,-0.1620553359683794,4,6,6,1,1,6,1,27.664497266348494
-0.43230046004148903,-1.1906396267418335,-0.6054461074293083,-0.80766002947141,-0.1620553359683794,4,3,2,5,3,7,7,27.664497266348494
-1.1007809591581803,-0.6365346945768189,-0.30632882534964123,-0.3605381037563964,-0.1620553359683794,3,2,4,6,2,7,7,27.664497266348494
0.934428967507654,1.4511061245724175,1.333935533133638,1.7580711138390406,-0.1620553359683794,6,5,3,5,5,7,7,27.664497266348494
1.5544994689638099,2.0060250405655458,1.2881250053535247,1.7785455853867198,-0.1620553359683794,7,7,7,7,1,7,7,27.664497266348494
-0.07913424820895276,-0.6050699587503492,-0.39448400847992193,-0.7790737678776196,-0.1620553359683794,2,3,4,2,4,4,2,27.664497266348494
0.11274587912734901,0.04443751649785632,-0.14850266123288192,-0.4303134769371222,-0.1620553359683794,6,2,2,4,1,7,3,27.664497266348494
-0.5429869890027166,-1.32444746902227,-0.22951772570780138,-1.1037487005974258,-1.1620553359683794,1,1,1,1,1,6,7,27.664497266348494
-0.5094009210303101,0.9130749126651629,0.08184537568965178,0.5885616861378731,-0.1620553359683794,4,1,1,1,4,6,6,27.664497266348494
1.581678797357445,2.008700066786072,1.3968752108755043,1.723304835262117,-0.1620553359683794,6,5,5,5,4,6,6,27.664497266348494
1.3617071832543495,0.9043621016564041,0.49046713656479746,0.45110963329328246,0.8379446640316202,6,6,4,4,3,6,6,27.664497266348494
-1.883250280371259,-1.0386096428633378,-1.3382382863189655,-1.3605758723475598,-0.1620553359683794,4,5,2,5,2,6,5,27.664497266348494
0.7430598792955694,1.2721142692182337,0.8419680802309326,1.2588847865255728,0.8379446640316202,1,1,1,3,1,7,3,27.664497266348494
1.5057073500024059,1.0640372721921025,1.1928668015668116,0.9995947750812251,-1.1620553359683794,5,1,2,5,5,6,7,27.664497266348494
-0.579110617891196,0.026444327080831442,-0.24578379907972403,0.12011889719995228,1.8379446640316206,5,4,3,4,4,3,3,27.664497266348494
-1.6862054630528545,-0.9210557928370182,-0.6334924323310829,-0.37260882353842106,0.8379446640316202,2,3,4,4,4,3,6,27.664497266348494
0.6275619646688471,0.6846017990568134,0.36665482203088207,0.7595664889367466,2.8379446640316206,3,4,5,5,5,4,5,27.664497266348494
-1.1745039978503833,-0.7250898441626195,-0.5997776252462441,-0.4806426238246426,0.8379446640316202,7,7,6,2,4,5,2,27.664497266348494
1.5482924146837602,1.3433411503590849,1.4124588930510305,1.561387023965417,-0.1620553359683794,7,4,7,6,6,5,7,27.664497266348494
-0.734810156734155,-0.005721681520051369,-0.3208094210078176,-0.1856484845559656,0.8379446640316202,4,5,4,3,4,4,4,27.664497266348494
0.05540099343638882,-0.11594863245755427,-0.5259946891990004,-0.7064721473519784,-0.1620553359683794,4,2,4,7,7,7,5,27.664497266348494
1.2102722728427393,0.3883051265571371,0.5210242130059033,0.7805153743360185,-0.1620553359683794,4,2,2,6,3,5,6,27.664497266348494
-1.4729278550271312,-0.7296951851325955,-0.5779649667869444,-0.28804797308390295,0.8379446640316202,4,4,4,4,2,6,3,27.664497266348494
-1.8287278780349832,-1.41128486842533,-1.3303255160177598,-1.411083054039667,-0.1620553359683794,4,3,4,2,4,3,4,27.664497266348494
1.6691284453942554,2.1639621691489133,1.8521208436566479,2.284574842012762,0.8379446640316202,7,1,1,1,1,7,7,27.664497266348494
-0.06550777435526012,0.43133886191067106,0.20816774417378925,-0.06020974618069719,-0.1620553359683794,4,3,3,5,4,4,4,27.664497266348494
0.12910468313598944,-0.04361110567218862,0.10003526091750858,0.13963330337309898,0.8379446640316202,2,2,2,3,3,7,7,27.664497266348494
0.3797912910858967,0.04677879335610591,0.06186771197483276,-0.2925600756060138,-1.1620553359683794,5,4,4,3,3,5,4,27.664497266348494
0.6428024597165054,0.0434827927864756,0.5576286138666582,1.1794205823515345,2.8379446640316206,4,5,5,5,1,5,7,27.664497266348494
-0.3928147932638524,0.03176831865608509,-0.16049657524135164,-0.23782230543276484,-1.1620553359683794,4,3,3,4,5,5,6,27.664497266348494
-0.7283859807374755,-0.4740544164313407,-0.5237179158786534,-0.3718391578010225,0.8379446640316202,5,5,4,4,3,4,4,27.664497266348494
-1.8697932422979608,-1.8044010738823584,-1.3368313232730205,-1.4650930085012281,1.8379446640316206,1,1,1,1,1,7,7,27.664497266348494
1.6124661876493525,1.9974338712108874,1.509793093216003,1.5886904815901142,0.8379446640316202,7,7,7,6,6,4,6,27.664497266348494
1.0919466520178904,0.7399672684838992,0.5264177264458052,0.6129073429708587,1.8379446640316206,4,4,5,4,2,4,5,27.664497266348494
1.3452380571379665,0.5865895915691981,0.48003259535128073,0.2964488541546002,-1.1620553359683794,4,1,1,2,1,5,5,27.664497266348494
-0.2332916345048357,-0.0991234863902779,-0.6820080469013905,-0.6384953470022601,0.8379446640316202,5,4,5,6,3,4,4,27.664497266348494
1.0698180457022568,0.8062729278243381,0.12667405796764175,0.12527834101308866,-0.1620553359683794,1,1,1,1,5,7,4,27.664497266348494
1.193607142580242,1.0520262142137398,0.7984621578412101,0.9270314541926332,-0.1620553359683794,5,2,3,4,5,6,7,27.664497266348494
0.8675320296071574,0.5145126558936521,0.15489749618980309,0.06593238234472576,-0.1620553359683794,3,4,2,2,4,7,7,27.664497266348494
0.6687439892712108,-0.47282831900207567,0.17990905538584023,-0.36854584856889483,-0.1620553359683794,6,6,6,7,7,7,7,27.664497266348494
-0.8914227955948877,-1.3017915250795222,-1.156073610753634,-1.13214483761239,-0.1620553359683794,4,4,2,2,2,4,3,27.664497266348494
0.49573975655079483,-1.3576477597116683,-0.8209453584908895,-1.1644888577137888,-1.1620553359683794,6,4,1,4,3,6,6,27.664497266348494
0.3700216674431873,0.16862150146135768,0.06381126442154139,0.1215077689696642,0.8379446640316202,3,2,1,5,6,7,7,27.664497266348494
0.9068230240677533,0.7750012822273398,0.9656529459988148,1.0375528163641787,-0.1620553359683794,7,5,2,5,4,4,7,27.664497266348494
-0.6461520257698519,-2.2361181802517685,-0.6049509228217445,-0.7219796752380021,-0.1620553359683794,3,2,1,1,1,1,7,27.664497266348494
0.3906569495158303,-1.983119823032668,-0.17302290373814966,-0.09859380446826993,-0.1620553359683794,4,4,4,1,1,6,2,27.664497266348494
-0.7789378845508255,-1.2998215852551405,-1.0777183387356382,-0.9802614843349717,-0.1620553359683794,7,6,1,4,1,7,7,27.664497266348494
0.44441921463619494,0.9045553719372093,0.19088368651386434,0.005521787331951522,-0.1620553359683794,7,7,7,7,4,7,7,27.664497266348494
0.4011630391017471,0.41775906924238626,0.2505754710624273,0.5428055931645819,-0.1620553359683794,4,2,4,4,3,4,4,27.664497266348494
-0.018316137745708616,-1.3363289464884631,-0.9828865113645748,-1.4802207245886048,-0.1620553359683794,3,2,1,2,3,3,7,27.664497266348494
0.2518416031631814,-0.012915231261411364,0.032236139933998764,-0.28678289247118904,-0.1620553359683794,4,5,5,5,5,5,5,27.664497266348494
-0.1598900460809478,0.09797465679506434,-0.3913923216590729,-0.6926111047906875,-1.1620553359683794,2,2,2,2,2,6,5,27.664497266348494
-0.7625527171438087,-0.2761321229199769,-0.38531220893635165,-0.29950313451509114,0.8379446640316202,3,4,3,7,7,5,6,27.664497266348494
0.4750117940656793,0.46163347766862195,0.6177123093768593,0.8027173381095132,-0.1620553359683794,4,2,2,3,2,4,5,27.664497266348494
-0.9035302919055459,-2.6431244661160593,-1.333934549578705,-2.418299360410895,-1.1620553359683794,5,1,1,1,1,7,6,27.664497266348494
0.4854432021867119,0.2510682637807964,0.12830245770747117,0.23778357939951267,-0.1620553359683794,5,3,3,2,2,6,5,27.664497266348494
1.2734579315691015,1.1534139363984313,0.7341415199058936,0.6539097051023584,-0.1620553359683794,4,4,3,3,2,4,5,27.664497266348494
-3.574166231892617,-3.2115103744031392,-2.916883857165914,-3.331238098952753,-1.1620553359683794,1,1,1,1,1,7,7,27.664497266348494
0.08048714541685964,0.8451872616210183,0.44670482711476733,0.9185472387356013,0.8379446640316202,6,6,6,6,5,5,6,27.664497266348494
-1.2603764199909553,-0.8137319823080302,-0.6571841135519327,-0.6898050534191613,-0.1620553359683794,3,2,2,7,6,5,4,27.664497266348494
0.7485171066401,-0.5239457415303228,-0.05342315157902888,-0.4459379536548034,-0.1620553359683794,2,2,1,4,2,6,5,27.664497266348494
-3.5600006674563915,-3.169878299918633,-2.8313019195557527,-3.157267008847091,-1.1620553359683794,1,1,1,1,1,1,1,27.664497266348494
-1.626488075211074,-1.5592366696044273,-0.8737138939444056,-1.2468742932281631,-0.1620553359683794,1,1,1,1,1,5,6,27.664497266348494
0.22790196988982725,0.9700634629665643,0.29492075145604524,0.4154159551437271,-0.1620553359683794,3,3,3,2,1,5,7,27.664497266348494
1.5884517320605154,1.881139457696933,1.3318706008366776,1.0633917985333126,-0.1620553359683794,5,3,7,7,7,7,7,27.664497266348494
-0.31858545273112426,0.5596074774411548,0.5890403069143222,1.1305089014362073,1.8379446640316206,5,5,5,6,5,6,6,27.664497266348494
-0.11384902975007627,0.677645643658499,-0.06575762611109148,0.006156576809749126,-0.1620553359683794,4,3,4,5,3,4,5,27.664497266348494
-0.4245412042214989,0.2694605399979064,0.2314479058462866,0.16672596048348698,-1.1620553359683794,4,4,4,5,4,4,4,27.664497266348494
0.23629783968918527,1.2827846358726216,0.6414723248739191,0.7417613440801443,-0.1620553359683794,2,2,3,2,2,6,6,27.664497266348494
-1.541054366744202,-1.6937957171873599,-1.0726906596947803,-1.3497931848421683,-0.1620553359683794,6,1,1,1,1,7,6,27.664497266348494
1.601240735379454,2.0898641985785957,1.5320632254709912,2.082836948198623,0.8379446640316202,5,2,4,4,2,5,6,27.664497266348494
0.4799848625434784,0.09523557099144497,0.11967876990820692,0.08671648932051923,-0.1620553359683794,6,4,3,3,1,4,6,27.664497266348494
-1.0264487771568866,-0.7559488266609584,-0.5186013335873789,-0.8154523614196765,-0.1620553359683794,4,3,3,2,2,5,6,27.664497266348494
-1.3822013856318467,0.5265616953052437,-0.22451506086268536,0.3972432078724921,1.8379446640316206,5,2,5,6,6,6,5,27.664497266348494
0.6305677913417931,0.8186601684103492,0.460863148218948,-0.12646754976234575,-0.1620553359683794,3,4,4,4,4,3,6,27.664497266348494
1.4642828204816123,1.2891381511163216,0.930895700955868,0.941614523586165,-0.1620553359683794,6,6,6,4,4,4,3,27.664497266348494
1.0059155737801344,0.9854887454436403,1.317993324116749,1.8255261773154308,0.8379446640316202,5,3,2,4,2,2,3,27.664497266348494
1.5581819478748926,2.0428664611588054,1.3290619316039933,1.9548816953337544,0.8379446640316202,4,4,4,4,4,7,7,27.664497266348494
-1.880432563757906,-1.1390079624224407,-1.7472275822475054,-1.9433173644352548,-0.1620553359683794,2,2,2,2,2,2,4,27.664497266348494
-0.9525188932491813,-0.523774102627113,-0.5323815067546338,-0.5233316284699963,-0.1620553359683794,4,4,4,4,4,4,4,27.664497266348494
1.0028165713462824,-0.2078934257669296,0.31851849941709354,0.9030168352650749,-0.1620553359683794,7,7,4,1,1,4,6,27.664497266348494
1.3911260465564084,2.010751093007082,1.5573854220628283,1.7477848582112907,-0.1620553359683794,7,2,3,6,2,7,7,27.664497266348494
-1.694173477706458,-1.3545345147715029,-1.095523618219778,-1.2928748297040826,-1.1620553359683794,2,1,2,2,3,5,5,27.664497266348494
-0.11281024549111951,-0.10204814921323013,-0.11916770490178807,0.05838589355966839,0.8379446640316202,4,2,2,2,1,6,7,27.664497266348494
-0.3862045221587671,-1.1287252426216474,-1.0575945930830581,-1.5647263169430952,-0.1620553359683794,4,4,1,1,2,6,3,27.664497266348494
-0.9309298893605913,-0.5060416208300538,-0.43478850934352353,-0.48856201395945575,-1.1620553359683794,5,7,3,2,3,7,7,27.664497266348494
1.3855930807689543,0.09226263853426442,0.9225794666767273,0.8808872355293733,-0.1620553359683794,1,1,1,1,1,7,7,27.664497266348494
0.3250585946698381,0.12288091318962469,-0.3018686437192488,-0.03404554668497983,-0.1620553359683794,5,3,2,3,2,6,6,27.664497266348494
1.1742964327649776,1.5332055814672287,0.6285158547230196,1.3812367733242779,1.8379446640316206,7,7,1,2,1,3,7,27.664497266348494
-1.076217346689639,-0.8451050668931801,-1.032082534314037,-1.4953455369959179,-0.1620553359683794,1,4,4,3,4,2,4,27.664497266348494
-0.298954291143362,0.07392879212603898,-0.9878334795800447,-1.3789402997794915,-1.1620553359683794,5,7,5,2,2,7,7,27.664497266348494
0.18459818214736323,-0.673674657111353,-0.23588657453382167,-0.18232795092263387,-0.1620553359683794,4,3,2,3,4,4,6,27.664497266348494
-1.4429236206930818,-0.9917990978316373,-0.3732402767914933,-0.08900450344421973,0.8379446640316202,6,1,1,1,1,7,5,27.664497266348494
-0.39402536045050773,-0.745384384762902,-0.6719238397004723,-0.749228335925165,-0.1620553359683794,5,4,3,4,4,5,4,27.664497266348494
-0.19334100172988933,-0.7569329619002207,-0.16529066048454633,-0.1104742536144272,0.8379446640316202,4,3,4,6,3,3,2,27.664497266348494
-0.08477808337074588,0.027473963725912043,-0.1503166085712091,-0.17266224274296693,-0.1620553359683794,6,4,3,4,2,6,5,27.664497266348494
-0.696159436436008,-0.8075833584202066,-0.03927190845485207,-0.07674494443252655,-0.1620553359683794,7,7,2,2,2,6,4,27.664497266348494
0.4604814693373722,-0.2149900935882889,-0.07224146753184657,0.19764033856382124,0.8379446640316202,2,3,4,5,5,7,5,27.664497266348494
1.4501733567554762,0.907033850367899,0.8164567726135958,0.12330953411784229,-0.1620553359683794,1,7,1,7,1,7,7,27.664497266348494
-1.309545720996355,-0.7136989826603397,-1.2225730247143534,-1.5130130843083762,-0.1620553359683794,3,2,3,3,2,2,1,27.664497266348494
-0.33747281415984265,-0.4563011015612508,-0.31291982263475715,-0.7111925453606154,-1.1620553359683794,3,2,3,2,3,5,7,27.664497266348494
0.0006469595630420599,-0.018735867649324334,0.218414835585373,0.27796778478130246,-0.1620553359683794,5,6,4,5,5,5,5,27.664497266348494
-3.3262899034712317,-1.938905866641055,-1.918965796964622,-1.9730347604323546,-1.1620553359683794,7,1,1,1,1,1,7,27.664497266348494
1.5697884279333234,1.9687313609016233,1.3214307451667366,1.551962974229653,-0.1620553359683794,7,7,4,4,6,5,7,27.664497266348494
0.36616101752937347,-0.5231644010379264,-0.16796857159012868,-0.309122351371208,-1.1620553359683794,1,2,2,4,1,3,6,27.664497266348494
1.0162088171714894,-0.8292717596321655,-0.0064319530733421,-0.25973220410047304,-0.1620553359683794,5,7,3,1,2,7,6,27.664497266348494
0.7200792007462615,1.164125757166289,0.6871945216453899,1.0149752179767288,-0.1620553359683794,1,6,1,6,1,7,7,27.664497266348494
0.6705818139611477,0.4924675243464982,0.6000978140477802,0.5119409197625435,-0.1620553359683794,5,1,1,1,1,4,7,27.664497266348494
0.25658111970913566,-0.3833598058562737,-0.08660600067702617,-0.6028954439142953,-1.1620553359683794,4,4,4,4,4,4,4,27.664497266348494
-0.4074250220977156,-0.8902721176414126,-0.5883975572497628,-0.6356449839452543,-0.1620553359683794,4,4,3,2,2,6,7,27.664497266348494
-1.1370865702461352,-1.191911514949541,-1.170581201868714,-1.3506657350696463,-0.1620553359683794,4,2,2,2,1,7,5,27.664497266348494
-0.4074100004995618,-0.4179902511296514,-0.22263312362216947,-0.14716684739658703,-0.1620553359683794,5,1,1,4,1,4,5,27.664497266348494
0.1680629096917592,-0.17461965919352718,0.005789993706651675,-0.2911880571719534,-0.1620553359683794,4,3,3,3,2,5,4,27.664497266348494
1.2489295440937749,-0.6154524034386766,0.30803731014275915,-0.1968549044274681,-0.1620553359683794,5,2,4,4,2,6,6,27.664497266348494
0.5816946793265734,-0.5860077039044933,0.11843923483596885,0.15811468902304693,-1.1620553359683794,1,1,1,4,4,4,7,27.664497266348494
1.1138615307865924,-0.14820082763264786,0.28722852829492274,0.04441303673270447,-0.1620553359683794,5,4,4,5,4,6,6,27.664497266348494
1.5799916247786063,2.0338491785564567,1.408308152947141,1.8542991175317534,-0.1620553359683794,7,7,1,7,2,4,7,27.664497266348494
1.6067183551100852,1.4305640400302693,1.7264659086053946,1.9611457616070709,-0.1620553359683794,1,1,1,7,4,7,4,27.664497266348494
1.4778493935036758,1.35401918153965,1.0761814054918384,1.4597982844252453,0.8379446640316202,1,1,4,1,1,5,7,27.664497266348494
0.6398261010999802,1.2289234106474929,1.023719031834882,1.2326010559799316,-0.1620553359683794,6,5,6,6,4,4,6,27.664497266348494
1.563145695676429,1.9167869539424967,1.258010148652378,1.307006413760476,-0.1620553359683794,6,5,4,4,4,2,3,27.664497266348494
-0.0995228924747229,0.3159941371211836,-0.27896775375131444,-0.41607670526494234,-0.1620553359683794,2,3,1,1,3,3,5,27.664497266348494
-0.6385649615608338,1.269337403770372,0.6116178171274793,0.8764940723649675,0.8379446640316202,5,5,5,5,3,4,6,27.664497266348494
-1.5702906760477542,-1.502144783358811,-1.139394759933646,-1.3167475448443722,-0.1620553359683794,7,4,4,3,5,6,6,27.664497266348494
-0.05030429935936276,-0.8092455108493075,-0.09155949392024709,-0.3843671966004911,-0.1620553359683794,2,2,1,3,1,5,7,27.664497266348494
-0.8039408634321488,-0.19157413053837047,-0.6400713839396959,-0.8725099466630377,-0.1620553359683794,4,3,3,2,2,3,3,27.664497266348494
1.527879757057912,1.8706476178185465,1.086255346309283,1.1636732152555016,-0.1620553359683794,6,5,4,7,4,6,7,27.664497266348494
0.6593327333001113,0.9882710258933667,0.32211462398665525,0.2824207481002965,-0.1620553359683794,3,3,2,2,1,7,2,27.664497266348494
0.6658964631583251,-1.7290007349918843,-0.9118883742700108,-1.6721987971920078,-1.1620553359683794,1,1,1,1,1,1,1,27.664497266348494
-1.0902948433492976,-1.41111707373138,-1.0648403872174623,-1.4319456773427408,-1.1620553359683794,4,3,3,3,3,3,4,27.664497266348494
-0.9917990815339714,-1.0211075135000018,-0.6130415709961028,-0.7871684133317052,-1.1620553359683794,3,4,6,3,1,5,4,27.664497266348494
-0.30309946678635846,-1.6240546036961065,-0.756124485203971,-1.1320531755740109,-0.1620553359683794,4,6,4,2,2,6,6,27.664497266348494
-0.5009873044864457,-1.1866805171168942,0.15069135144322177,0.23885220331855095,0.8379446640316202,4,3,1,1,1,6,6,27.664497266348494
-0.04972520398761482,-0.20362431504054967,0.29302006643881207,0.5664659276427857,0.8379446640316202,7,5,5,4,1,6,7,27.664497266348494
0.9383948782889044,-2.291611652937959,-0.8744736897936165,-1.6820680194598747,-0.1620553359683794,2,1,1,1,1,7,1,27.664497266348494
1.013875395113998,1.4678828484967736,0.5055561167364395,0.7257388912048937,0.8379446640316202,6,5,2,3,4,7,5,27.664497266348494
-1.8863118777086774,-1.4789378849354167,-0.7371724452005717,-1.358220006913696,-1.1620553359683794,7,7,7,3,6,7,7,27.664497266348494
-1.5405627795409322,-1.5414293958535068,-1.1519017712242143,-1.1697346610260322,-0.1620553359683794,1,2,4,3,3,3,5,27.664497266348494
-0.9116936368415134,-0.5120362905274258,-0.3634860531258668,-0.5674067330055292,-1.1620553359683794,5,3,4,4,4,4,4,27.664497266348494
-1.1663228436679436,1.103080020967436,-0.2739379559237314,0.13382181323457853,0.8379446640316202,1,6,7,2,3,3,4,27.664497266348494
-1.0090197546716118,-1.0568451444844404,-0.7734678109075497,-1.257217252260376,-1.1620553359683794,1,1,1,1,1,6,6,27.664497266348494
0.7255364127887685,1.1330355034178012,0.6863123028361118,0.8445108404438795,-0.1620553359683794,6,5,4,4,2,5,6,27.664497266348494
0.22565327905765642,0.01115246007622428,0.11568780909338461,0.17104716494187766,-0.1620553359683794,7,5,2,2,1,7,5,27.664497266348494
0.33687842801072065,0.7201438233321991,0.05472994106896367,-0.053226146460208845,-0.1620553359683794,4,4,4,4,4,4,4,27.664497266348494
0.2201288561643855,1.8533457461636722,1.1132028577685409,1.715416499044962,-0.1620553359683794,4,1,1,5,7,7,7,27.664497266348494
-3.2297666595288286,-2.8815637457796233,-2.5188385914261513,-2.7395646664928375,-1.1620553359683794,1,7,1,1,2,7,7,27.664497266348494
-1.4444223231733129,-1.199743467775706,-0.20280738958960676,-0.6732275519823698,-0.1620553359683794,1,1,1,1,1,6,5,27.664497266348494
1.4514328323601138,1.0136111427455763,1.6212399208504804,1.8457904190143237,-0.1620553359683794,7,1,7,6,1,7,7,27.664497266348494
-0.5643590326835808,-1.2113010223884677,-0.2408406112138417,-0.3453685870218761,-0.1620553359683794,5,4,5,4,4,5,4,27.664497266348494
1.0073075232117965,1.493716337971895,1.063788913012666,1.2765414264172836,-0.1620553359683794,6,6,6,6,6,4,7,27.664497266348494
-0.94553927753521,-0.5489780770084884,-0.5230518293765352,-0.6679838222437402,-1.1620553359683794,4,4,4,4,4,4,4,27.664497266348494
-0.7640123738300093,0.7151173259309989,-0.35148413247144106,-0.1306740438588756,-0.1620553359683794,4,5,5,3,4,3,5,27.664497266348494
0.26923533680396616,-1.9721390408431754,-0.5246173104459797,-0.9793653439385084,0.8379446640316202,1,1,1,1,1,7,7,27.664497266348494
-0.32349038286368614,-0.5661316642784247,-0.8379511954574368,-1.0312888180889703,-0.1620553359683794,2,1,1,1,1,6,4,27.664497266348494
0.08051924943379607,0.3850135168679678,0.525542292888769,0.6346034359302157,-0.1620553359683794,3,4,4,5,5,4,4,27.664497266348494
-0.8064051494546787,-0.45104213554253425,-0.5112533815740941,-0.21445707423309468,1.8379446640316206,4,4,4,4,4,4,4,27.664497266348494
-3.364240114249214,-3.101950652557889,-2.6184871714188267,-2.998129191524181,-0.1620553359683794,1,2,1,1,1,1,2,27.664497266348494
